,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
25/11/2018,0,0,0,2,1,4,0,6,0,1,0,5,0,6,0,1,0,2,0,2,0,5,0,0,0,2,0,2
26/11/2018,0,3,0,3,0,2,0,10,0,8,0,11,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0
27/11/2018,0,0,0,0,0,8,0,9,0,4,0,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
28/11/2018,1,0,0,0,0,6,0,12,1,10,0,10,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,1
29/11/2018,0,0,0,1,0,4,0,7,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
30/11/2018,0,1,0,1,0,13,0,10,1,6,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0,2,0,2
1/12/2018,0,0,0,1,0,6,0,5,0,8,0,8,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3
2/12/2018,0,1,0,1,1,1,0,7,0,7,0,4,0,2,0,1,0,1,0,0,0,4,0,1,0,0,0,3
3/12/2018,0,0,0,1,0,0,0,5,0,7,0,3,0,4,0,3,0,1,0,0,0,3,0,1,0,1,0,1
4/12/2018,1,1,0,0,0,3,0,7,0,6,0,10,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0
5/12/2018,0,0,0,0,0,8,0,14,0,3,0,8,0,0,0,1,0,0,0,2,0,3,0,2,0,1,0,1
6/12/2018,0,1,0,0,0,5,0,10,0,10,0,12,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
7/12/2018,0,3,0,1,0,3,0,10,0,11,0,16,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
8/12/2018,0,0,0,2,0,3,0,5,0,4,0,8,0,0,0,3,0,0,0,2,0,1,0,2,0,1,0,0
9/12/2018,0,3,0,0,0,2,0,5,0,5,0,4,0,0,0,1,0,1,0,1,1,3,0,1,0,0,0,1
10/12/2018,0,1,0,1,0,5,0,10,1,8,0,12,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,0
11/12/2018,0,2,0,1,0,4,0,8,0,7,0,14,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,2
12/12/2018,1,0,0,1,0,7,0,10,2,14,0,7,0,1,0,3,0,1,0,1,0,3,0,1,0,0,0,0
13/12/2018,0,0,0,3,0,3,0,10,0,4,0,10,0,1,0,2,0,0,0,1,0,1,0,1,0,1,0,2
14/12/2018,0,2,0,4,1,9,0,13,0,6,0,3,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,2
15/12/2018,0,0,0,1,1,5,0,9,0,8,0,7,0,1,0,1,0,5,0,2,0,1,0,2,0,0,0,0
16/12/2018,0,1,0,0,0,5,0,5,0,9,0,3,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,1
17/12/2018,0,1,0,0,0,3,0,6,0,7,0,4,0,0,0,2,1,2,0,1,0,0,0,1,1,0,0,1
18/12/2018,0,2,0,1,0,4,0,12,0,7,0,4,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0
19/12/2018,0,0,0,0,0,6,0,14,1,6,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
20/12/2018,0,2,0,0,0,8,0,11,0,5,0,8,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,1
21/12/2018,0,3,0,0,0,7,0,9,1,7,0,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3
22/12/2018,0,1,0,1,0,5,0,14,0,4,0,5,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1
23/12/2018,0,1,0,3,0,7,0,11,0,8,0,5,0,1,0,0,0,1,0,0,0,4,0,0,0,2,0,2
24/12/2018,0,1,0,0,0,4,0,8,1,8,0,4,0,0,0,1,0,0,0,0,1,2,0,1,1,1,0,4
25/12/2018,0,1,0,1,0,2,0,5,0,5,0,3,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1
26/12/2018,0,0,0,0,1,1,0,5,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
27/12/2018,0,2,0,0,0,7,0,5,0,5,0,5,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,1
28/12/2018,0,1,0,0,0,2,0,6,0,4,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
29/12/2018,0,1,0,0,0,0,0,4,0,1,0,5,0,1,0,2,0,1,0,0,1,3,0,3,0,0,0,1
30/12/2018,0,2,0,2,0,1,0,7,0,5,0,7,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0
31/12/2018,0,1,0,2,0,2,0,3,1,5,0,6,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2
1/01/2019,0,0,0,2,0,4,0,6,0,7,0,3,0,1,0,4,0,2,0,1,0,3,0,4,0,1,0,1
2/01/2019,0,0,0,2,0,5,0,4,0,4,0,3,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1
3/01/2019,0,0,0,3,0,1,0,2,0,3,0,8,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2
4/01/2019,0,0,0,1,0,3,0,5,0,5,0,6,0,0,0,0,0,2,0,3,0,0,0,2,0,1,0,1
5/01/2019,0,3,0,0,0,0,0,6,1,6,0,6,0,1,0,2,0,1,0,1,0,0,0,3,1,2,0,1
6/01/2019,0,0,0,0,0,4,0,4,0,6,0,5,0,3,0,1,0,0,0,3,0,1,0,0,0,2,0,2
7/01/2019,0,0,0,1,0,4,0,4,0,8,0,7,1,0,0,0,1,3,0,0,1,2,0,1,0,0,0,0
8/01/2019,0,1,0,2,0,5,0,5,0,3,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2
9/01/2019,0,0,0,1,0,0,0,5,0,7,0,3,0,1,0,1,0,3,0,2,0,1,0,2,0,0,0,2
10/01/2019,0,1,0,0,0,4,0,9,0,5,0,4,0,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0
11/01/2019,0,1,0,0,1,6,0,8,0,6,0,10,1,1,0,0,0,1,0,4,0,3,0,1,0,1,0,0
12/01/2019,0,2,0,0,0,4,0,4,0,6,0,9,0,2,0,4,0,2,0,0,0,2,0,2,0,0,0,1
13/01/2019,0,3,0,1,1,7,0,10,0,6,0,7,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0
14/01/2019,0,1,0,0,0,4,0,9,0,5,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
15/01/2019,0,0,0,1,0,9,0,6,0,6,0,8,0,0,0,1,0,1,0,1,0,3,0,3,0,1,0,2
16/01/2019,0,0,0,1,0,5,0,8,0,5,0,12,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,1
17/01/2019,0,1,0,0,0,10,0,9,0,3,0,5,0,1,0,2,0,2,0,0,0,2,0,1,1,0,0,3
18/01/2019,0,0,0,1,0,5,0,8,0,8,0,4,0,0,0,2,0,3,0,0,0,0,0,2,1,2,0,2
19/01/2019,0,1,0,0,1,3,0,8,1,7,0,6,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1
20/01/2019,0,2,0,0,0,4,0,13,0,6,0,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0
21/01/2019,0,0,0,0,0,10,0,12,0,4,0,13,0,0,0,1,0,0,0,0,0,1,0,3,0,2,0,1
22/01/2019,0,0,0,0,1,6,0,6,0,8,0,3,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0
23/01/2019,0,0,0,2,0,5,0,12,2,2,0,9,0,2,0,3,0,0,0,1,1,2,0,1,0,0,0,2
24/01/2019,0,0,0,1,0,3,0,8,1,5,0,8,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
25/01/2019,0,1,0,3,0,7,0,11,0,2,0,4,0,0,0,1,0,3,0,1,1,1,0,0,0,1,0,2
26/01/2019,1,3,0,1,0,3,0,6,0,8,0,8,0,2,0,6,0,1,0,0,0,1,0,2,0,0,0,0
27/01/2019,0,0,0,1,1,4,0,3,0,0,0,8,1,0,0,1,0,1,0,1,0,2,0,5,0,0,0,2
28/01/2019,0,3,0,1,0,3,0,4,0,9,0,8,0,1,0,1,0,2,0,0,1,4,0,3,0,2,0,1
29/01/2019,0,1,0,1,0,5,0,7,0,5,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2
30/01/2019,0,2,0,0,0,4,0,14,0,4,0,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
31/01/2019,0,1,0,3,1,4,0,6,0,11,0,4,2,1,0,0,0,1,0,0,0,3,0,0,0,1,0,2
1/02/2019,0,0,0,3,0,7,0,16,0,4,0,10,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,2
2/02/2019,0,1,0,1,0,10,0,14,0,5,0,3,0,1,0,0,0,0,0,3,1,1,0,3,0,0,0,0
3/02/2019,0,2,0,0,0,2,0,6,0,5,0,4,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,1
4/02/2019,0,1,0,0,1,4,0,5,0,4,0,7,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0
5/02/2019,0,0,0,0,0,2,0,9,0,4,0,7,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2
6/02/2019,0,1,0,2,0,7,0,10,1,2,0,6,0,0,0,1,1,0,0,3,0,2,0,2,2,1,0,1
7/02/2019,0,2,0,1,0,4,0,11,0,3,0,11,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0
8/02/2019,0,0,0,2,0,4,0,8,0,9,0,11,0,1,0,0,1,0,0,2,0,1,0,3,0,0,0,1
9/02/2019,0,1,0,1,0,5,0,6,0,9,0,3,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0,1
10/02/2019,1,2,0,0,0,3,0,2,0,7,0,3,1,1,0,3,0,2,0,1,0,3,0,3,0,1,0,1
11/02/2019,0,0,0,0,0,4,0,8,0,8,0,7,0,2,0,1,0,1,0,1,0,2,0,2,0,0,0,1
12/02/2019,0,1,0,4,0,4,0,10,0,10,0,11,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0
13/02/2019,1,1,0,1,0,3,0,4,0,9,0,7,1,0,0,1,1,3,0,0,0,0,0,2,1,0,0,0
14/02/2019,0,1,0,3,1,1,0,15,1,6,0,12,0,0,0,2,0,4,0,0,1,0,0,1,0,0,0,3
15/02/2019,0,3,0,0,0,6,0,10,0,6,0,7,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2
16/02/2019,1,2,0,0,0,8,0,9,0,3,0,6,0,3,0,1,0,0,0,3,0,0,0,1,0,1,0,4
17/02/2019,0,0,0,0,0,5,0,2,1,7,0,9,0,1,0,3,0,0,0,1,1,1,0,0,0,2,0,1
18/02/2019,0,1,0,1,0,7,0,4,0,6,0,7,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1
19/02/2019,0,1,0,1,0,7,0,11,0,7,0,8,0,0,0,1,0,1,0,4,0,2,0,0,0,0,0,1
20/02/2019,0,0,0,2,0,4,0,10,1,10,0,4,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,4
21/02/2019,0,0,0,2,0,3,0,13,0,7,0,7,1,1,0,2,0,4,0,0,0,2,0,0,0,1,0,1
22/02/2019,0,1,0,3,0,7,0,10,0,7,0,9,0,2,0,0,0,2,0,1,0,4,0,4,0,3,0,2
23/02/2019,0,1,0,2,1,6,0,7,2,12,0,4,0,3,0,2,0,0,0,1,1,2,0,0,0,0,0,0
24/02/2019,0,2,0,2,1,5,0,9,0,2,0,7,0,1,0,2,0,1,0,1,1,3,0,1,0,0,0,1
25/02/2019,0,1,0,1,0,7,0,8,2,9,0,6,0,2,0,2,0,0,0,2,0,3,0,3,1,2,0,1
26/02/2019,0,0,0,0,0,6,0,11,1,7,0,6,0,1,0,1,0,0,0,2,1,2,0,2,0,0,0,1
27/02/2019,0,3,0,0,0,6,0,11,0,10,0,8,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,1
28/02/2019,0,0,0,1,0,4,0,14,1,9,0,9,0,2,0,1,1,0,0,2,0,4,0,1,0,1,0,0
1/03/2019,0,2,0,3,2,4,0,9,0,6,0,10,0,2,0,2,0,2,0,0,1,0,0,2,0,1,0,1
2/03/2019,0,1,0,1,0,3,0,9,0,4,0,6,0,1,0,5,0,1,0,0,0,1,0,3,0,0,0,0
3/03/2019,0,0,0,1,0,4,0,11,0,2,0,2,0,3,0,1,0,0,0,0,0,1,0,1,0,3,0,0
4/03/2019,0,0,0,0,0,4,0,8,0,9,0,11,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
5/03/2019,0,0,0,0,0,7,0,7,0,7,0,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,4
6/03/2019,0,0,0,1,0,8,0,5,0,5,0,10,0,0,0,2,0,0,0,1,0,3,0,2,0,1,0,4
7/03/2019,0,1,0,1,0,8,0,9,0,6,0,8,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,1
8/03/2019,0,0,0,4,0,5,0,4,1,9,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9/03/2019,0,2,0,1,0,7,0,6,0,8,0,5,0,2,0,2,0,1,0,2,0,0,0,0,0,2,0,0
10/03/2019,0,0,0,1,1,6,0,7,1,3,0,2,0,1,0,2,0,1,0,2,0,2,0,1,1,1,0,1
11/03/2019,0,0,0,1,1,5,0,11,0,2,0,10,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,2
12/03/2019,0,0,0,0,0,5,0,9,0,6,0,4,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1
13/03/2019,0,0,0,3,0,5,0,13,0,4,0,10,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,1
14/03/2019,0,0,0,0,0,4,0,11,0,6,0,11,0,0,0,2,0,0,0,2,0,7,0,2,0,0,0,2
15/03/2019,0,1,0,0,0,8,0,13,1,7,0,10,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,3
16/03/2019,0,1,0,0,0,2,0,9,0,3,0,4,0,2,0,0,1,1,0,3,0,3,0,1,0,2,0,0
17/03/2019,0,0,0,3,0,7,0,9,0,7,0,7,0,2,0,0,0,0,0,1,1,3,0,0,1,0,0,0
18/03/2019,0,2,0,0,0,8,0,12,0,2,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
19/03/2019,0,3,0,3,0,7,0,10,0,11,0,11,0,1,0,0,0,1,0,3,1,1,0,2,0,1,0,0
20/03/2019,0,0,0,0,0,4,0,10,0,4,0,9,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1
21/03/2019,0,0,0,0,0,13,0,9,1,6,0,8,0,3,0,1,0,0,0,2,0,1,0,5,0,4,0,3
22/03/2019,0,1,0,1,0,7,0,13,0,10,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
23/03/2019,0,2,0,1,0,3,0,5,0,6,0,12,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1
24/03/2019,0,1,0,1,0,3,0,2,0,8,0,5,0,2,0,1,0,0,0,2,1,2,0,0,1,2,0,1
25/03/2019,1,0,0,2,1,1,0,14,0,9,0,6,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0
26/03/2019,0,0,0,1,0,5,0,13,0,7,0,8,0,1,0,2,0,0,0,2,0,1,0,4,0,0,0,2
27/03/2019,0,0,0,0,1,4,0,12,0,4,0,6,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,3
28/03/2019,0,0,0,1,0,7,0,5,1,6,0,14,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3
29/03/2019,0,1,0,0,0,7,0,9,0,10,0,16,0,0,0,2,0,0,0,0,0,5,0,3,0,0,0,2
30/03/2019,0,0,0,2,0,2,0,5,0,5,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0
31/03/2019,0,0,0,2,0,2,0,5,0,6,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,1
1/04/2019,0,2,0,1,0,4,0,11,2,8,0,5,0,3,0,2,0,1,0,0,0,0,0,2,0,2,0,1
2/04/2019,0,0,0,1,0,4,0,11,0,13,0,10,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,1
3/04/2019,0,1,0,1,0,8,0,7,1,8,0,5,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0
4/04/2019,0,0,0,0,0,12,0,15,1,1,0,5,0,1,0,0,0,1,0,1,0,5,0,1,0,1,0,1
5/04/2019,0,0,0,2,0,8,0,8,0,13,0,1,0,2,0,1,0,0,0,2,0,3,0,1,0,0,0,2
6/04/2019,0,1,0,3,0,8,0,7,0,12,0,7,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0
7/04/2019,0,1,0,1,0,3,0,7,1,7,0,9,1,1,0,1,1,0,0,2,0,1,0,2,0,1,0,1
8/04/2019,1,2,0,0,0,2,0,9,1,3,0,4,0,2,0,1,1,0,0,3,0,1,0,2,0,0,0,2
9/04/2019,0,0,0,0,0,7,0,10,0,4,0,13,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,2
10/04/2019,1,0,0,0,1,7,0,9,0,7,0,3,0,0,0,2,0,1,0,0,0,3,0,1,0,1,0,2
11/04/2019,0,1,0,2,0,9,0,17,0,4,0,14,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,2
12/04/2019,0,2,0,2,1,2,0,14,1,5,0,11,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,0
13/04/2019,0,0,0,2,0,3,0,4,0,6,0,8,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0
14/04/2019,0,2,0,1,0,6,0,5,0,6,0,8,0,2,0,0,1,1,0,0,0,2,0,1,0,2,0,0
15/04/2019,0,4,0,2,1,2,0,3,0,5,0,9,0,0,0,0,0,1,0,3,0,3,0,0,0,1,0,1
16/04/2019,0,1,0,1,0,3,0,15,1,8,0,6,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0
17/04/2019,0,0,0,0,0,1,0,7,0,18,0,5,0,2,0,1,1,0,0,0,0,1,0,3,0,1,0,2
18/04/2019,0,0,0,1,0,4,0,12,0,4,0,7,0,0,0,2,0,3,0,0,0,1,0,2,0,1,0,3
19/04/2019,0,2,0,3,1,3,0,6,2,3,0,3,0,1,0,0,0,0,0,1,0,3,0,1,1,2,0,5
20/04/2019,0,2,0,2,0,5,0,8,0,3,0,2,0,5,0,7,0,2,0,2,0,0,0,2,0,0,0,2
21/04/2019,0,2,0,2,0,2,0,3,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
22/04/2019,0,1,0,2,0,2,0,5,0,2,0,4,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0
23/04/2019,0,1,0,2,0,10,0,6,0,4,0,5,0,4,0,1,0,1,0,1,0,3,0,6,1,1,0,2
24/04/2019,0,4,0,3,0,5,0,7,0,5,0,8,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
25/04/2019,0,0,0,2,0,3,0,8,1,1,0,3,0,1,0,1,1,4,0,1,0,3,0,1,0,0,0,1
26/04/2019,0,1,0,2,0,4,0,6,0,8,0,8,0,0,0,0,0,2,0,3,0,2,0,2,1,1,0,2
27/04/2019,0,2,0,1,0,2,0,4,0,1,0,6,0,1,0,2,0,0,0,3,0,2,0,0,0,2,0,0
28/04/2019,0,3,0,3,0,2,0,4,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1
29/04/2019,0,1,0,3,0,8,0,10,0,4,0,10,0,1,0,3,1,1,0,0,0,1,0,1,0,0,0,2
30/04/2019,0,0,0,2,0,3,0,8,0,7,0,8,0,1,0,1,0,3,0,1,0,0,0,4,0,2,0,0
1/05/2019,0,0,0,1,1,4,0,4,0,6,0,5,0,3,0,1,1,0,0,2,1,1,0,2,0,1,0,0
2/05/2019,1,0,0,4,0,4,0,8,0,8,0,15,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1
3/05/2019,0,1,0,0,0,6,0,20,0,11,0,11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
4/05/2019,1,0,0,2,0,6,0,6,0,5,0,10,2,1,0,3,0,1,0,0,0,2,0,3,0,2,0,0
5/05/2019,0,2,0,0,0,7,0,3,0,3,0,5,0,0,0,4,0,0,0,2,0,4,0,1,1,2,0,0
6/05/2019,0,0,0,0,0,4,0,8,0,5,0,10,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2
7/05/2019,0,0,0,1,0,8,0,11,1,9,0,9,0,0,0,3,0,3,0,3,0,0,0,1,0,3,0,1
8/05/2019,0,0,0,2,1,4,0,12,0,2,0,6,0,0,0,1,0,0,0,2,0,1,0,4,0,1,0,2
9/05/2019,0,0,0,1,0,9,0,12,1,6,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2
10/05/2019,0,1,0,2,0,3,0,8,1,5,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1
11/05/2019,0,2,0,2,1,2,0,7,0,4,0,5,0,1,0,2,0,0,0,1,1,3,0,1,0,1,0,2
12/05/2019,1,0,0,0,0,4,0,5,1,1,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
13/05/2019,0,1,0,1,0,8,0,9,1,8,0,6,0,1,0,2,0,1,0,0,0,2,0,2,0,0,0,1
14/05/2019,0,0,0,2,0,7,0,7,1,8,0,4,0,1,0,0,0,2,0,3,0,0,0,2,0,1,0,3
15/05/2019,1,2,0,1,0,7,0,15,0,5,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2
16/05/2019,0,0,0,0,0,4,0,13,0,10,0,9,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,2
17/05/2019,0,1,0,0,0,7,0,13,0,6,0,6,0,2,0,1,0,1,0,1,1,1,0,4,0,0,0,0
18/05/2019,0,0,0,2,0,8,0,12,1,8,0,9,0,2,0,0,0,0,0,1,0,1,0,2,0,2,0,0
19/05/2019,0,1,0,1,0,2,0,10,0,8,0,4,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,0
20/05/2019,1,1,0,1,0,5,0,10,0,4,0,13,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21/05/2019,0,1,0,1,0,1,0,10,0,4,0,5,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0
22/05/2019,0,1,0,1,0,8,0,10,0,6,0,14,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0
23/05/2019,0,0,0,2,0,2,0,17,0,4,0,9,0,1,0,0,0,3,0,0,0,2,0,2,0,1,0,0
24/05/2019,0,1,0,2,0,9,0,9,1,4,0,8,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,1
25/05/2019,1,0,0,0,0,3,0,8,1,6,0,4,0,0,0,2,0,0,0,1,0,3,0,1,0,1,0,1
26/05/2019,0,1,0,1,0,0,0,7,1,7,0,7,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,2
27/05/2019,0,2,0,3,1,8,0,9,1,3,0,8,0,1,0,1,0,4,0,0,0,1,0,1,1,0,0,1
28/05/2019,0,0,0,1,0,5,0,3,0,8,0,6,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,3
29/05/2019,0,0,0,2,0,5,0,13,1,11,0,6,0,0,0,3,0,2,0,1,0,0,0,1,0,2,0,0
30/05/2019,0,0,0,0,0,1,0,3,0,4,0,8,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1
31/05/2019,0,1,0,2,0,6,0,12,0,8,0,12,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
1/06/2019,0,1,0,0,0,5,0,4,1,3,0,7,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,1
2/06/2019,0,0,0,1,0,7,0,5,0,4,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
3/06/2019,0,1,0,1,0,3,0,8,0,6,0,7,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1
4/06/2019,0,1,0,1,0,4,0,7,0,5,0,5,0,1,0,2,0,0,0,1,0,1,0,4,0,1,0,1
5/06/2019,0,0,0,0,0,3,0,9,0,2,0,3,0,1,0,1,0,2,0,2,0,0,0,3,0,0,0,0
6/06/2019,0,0,0,0,0,5,0,10,1,7,0,7,0,1,0,2,0,1,0,3,0,0,0,2,0,1,0,1
7/06/2019,0,1,0,1,0,5,0,7,0,4,0,9,0,1,0,0,1,4,0,3,1,1,0,1,0,1,0,1
8/06/2019,1,1,0,2,0,4,0,8,0,5,0,4,1,2,0,1,0,1,0,1,0,1,0,3,0,1,0,0
9/06/2019,0,1,0,3,0,2,0,6,0,5,0,6,0,1,0,2,0,4,0,1,0,2,0,1,0,0,0,1
10/06/2019,0,0,0,2,0,1,0,2,0,3,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0
11/06/2019,0,0,0,2,0,5,0,5,0,6,0,4,0,4,0,0,0,1,0,2,0,1,0,2,0,0,0,2
12/06/2019,0,2,0,1,0,7,0,15,0,6,0,8,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1
13/06/2019,0,0,0,0,0,1,0,9,0,5,0,9,0,2,0,1,1,2,0,1,0,0,0,1,0,1,0,0
14/06/2019,0,1,0,0,0,0,0,2,0,6,0,12,0,1,0,0,0,3,0,2,0,1,0,1,0,0,0,0
15/06/2019,0,0,0,2,0,1,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
16/06/2019,0,0,0,1,1,3,0,5,0,7,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17/06/2019,0,1,0,1,0,5,0,11,2,5,0,3,0,2,0,1,0,2,0,2,0,1,0,1,0,0,0,3
18/06/2019,0,2,0,0,0,4,0,5,0,10,0,5,0,2,0,1,0,0,0,1,0,2,0,2,0,1,0,0
19/06/2019,0,2,0,1,0,4,0,13,0,4,0,9,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
20/06/2019,0,0,0,0,0,8,0,7,0,9,0,10,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,0
21/06/2019,0,0,0,0,0,7,0,13,0,8,0,9,0,1,0,2,0,0,0,2,0,2,0,4,0,0,0,2
22/06/2019,0,0,0,0,0,1,0,14,1,6,0,3,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,3
23/06/2019,0,0,0,2,0,7,0,5,0,6,0,10,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
24/06/2019,0,0,0,1,1,4,0,5,0,10,0,11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3
25/06/2019,0,0,0,0,0,11,0,8,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
26/06/2019,0,0,0,1,1,7,0,6,1,4,0,20,0,1,0,2,0,4,0,1,0,2,0,1,0,0,0,2
27/06/2019,0,2,0,4,0,3,0,14,0,4,0,15,0,0,0,2,0,2,0,2,0,1,0,0,1,0,0,2
28/06/2019,0,1,0,0,1,4,0,11,0,9,0,16,0,1,0,0,0,0,0,2,0,2,0,5,0,0,0,1
29/06/2019,0,0,0,2,0,5,0,3,0,5,0,12,0,1,0,5,1,0,0,2,0,3,0,1,0,0,0,3
