date,datatype,station,attributes,value
2016-04-09T00:00:00,TMAX,GHCND:ASN00086077,",,a,",21.6
2016-04-09T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.3
2016-04-10T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-10T00:00:00,TMAX,GHCND:ASN00086077,",,a,",22.9
2016-04-10T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.8
2016-04-11T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-11T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19
2016-04-11T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.7
2016-04-12T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.8
2016-04-12T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.6
2016-04-12T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.9
2016-04-13T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-13T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.6
2016-04-13T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.8
2016-04-14T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-14T00:00:00,TMAX,GHCND:ASN00086077,",,a,",26.2
2016-04-14T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.7
2016-04-15T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-15T00:00:00,TMAX,GHCND:ASN00086077,",,a,",25.2
2016-04-15T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.3
2016-04-16T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-16T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.1
2016-04-16T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.9
2016-04-17T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-17T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.6
2016-04-17T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.2
2016-04-18T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-18T00:00:00,TMAX,GHCND:ASN00086077,",,a,",25.7
2016-04-18T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.6
2016-04-19T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-19T00:00:00,TMAX,GHCND:ASN00086077,",,a,",27.7
2016-04-19T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.5
2016-04-20T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-20T00:00:00,TMAX,GHCND:ASN00086077,",,a,",28.3
2016-04-20T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11
2016-04-21T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-21T00:00:00,TMAX,GHCND:ASN00086077,",,a,",24.9
2016-04-21T00:00:00,TMIN,GHCND:ASN00086077,",,a,",19.3
2016-04-22T00:00:00,PRCP,GHCND:ASN00086077,",,a,",16
2016-04-22T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.5
2016-04-22T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.3
2016-04-23T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-23T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.1
2016-04-23T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.6
2016-04-24T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-24T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20
2016-04-24T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7
2016-04-25T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-25T00:00:00,TMAX,GHCND:ASN00086077,",,a,",24.6
2016-04-25T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.6
2016-04-26T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-26T00:00:00,TMAX,GHCND:ASN00086077,",,a,",25.5
2016-04-26T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.3
2016-04-27T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-27T00:00:00,TMAX,GHCND:ASN00086077,",,a,",26.2
2016-04-27T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.8
2016-04-28T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-04-28T00:00:00,TMAX,GHCND:ASN00086077,",,a,",24.4
2016-04-28T00:00:00,TMIN,GHCND:ASN00086077,",,a,",19.4
2016-04-29T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.4
2016-04-29T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.4
2016-04-29T00:00:00,TMIN,GHCND:ASN00086077,",,a,",15.8
2016-04-30T00:00:00,PRCP,GHCND:ASN00086077,",,a,",10.2
2016-04-30T00:00:00,TMAX,GHCND:ASN00086077,",,a,",23.9
2016-04-30T00:00:00,TMIN,GHCND:ASN00086077,",,a,",15.3
2016-05-01T00:00:00,PRCP,GHCND:ASN00086077,",,a,",12.6
2016-05-01T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.9
2016-05-01T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.3
2016-05-02T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.8
2016-05-02T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.2
2016-05-02T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.7
2016-05-03T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-03T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.1
2016-05-03T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.4
2016-05-04T00:00:00,PRCP,GHCND:ASN00086077,",,a,",5
2016-05-04T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.9
2016-05-04T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.6
2016-05-05T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-05T00:00:00,TMAX,GHCND:ASN00086077,",,a,",21.5
2016-05-05T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.5
2016-05-06T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-06T00:00:00,TMAX,GHCND:ASN00086077,",,a,",24.4
2016-05-06T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.5
2016-05-07T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-07T00:00:00,TMAX,GHCND:ASN00086077,",,a,",26
2016-05-07T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.4
2016-05-08T00:00:00,PRCP,GHCND:ASN00086077,",,a,",5.6
2016-05-08T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.4
2016-05-08T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.9
2016-05-09T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2
2016-05-09T00:00:00,TMAX,GHCND:ASN00086077,",,a,",22.4
2016-05-09T00:00:00,TMIN,GHCND:ASN00086077,",,a,",15
2016-05-10T00:00:00,PRCP,GHCND:ASN00086077,",,a,",15
2016-05-10T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.1
2016-05-10T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.2
2016-05-11T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-05-11T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17
2016-05-11T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.6
2016-05-12T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-05-12T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20
2016-05-12T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.7
2016-05-13T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-05-13T00:00:00,TMAX,GHCND:ASN00086077,",,a,",21.4
2016-05-13T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.1
2016-05-14T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-14T00:00:00,TMAX,GHCND:ASN00086077,",,a,",21.3
2016-05-14T00:00:00,TMIN,GHCND:ASN00086077,",,a,",13.9
2016-05-15T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-15T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.1
2016-05-15T00:00:00,TMIN,GHCND:ASN00086077,",,a,",15.9
2016-05-16T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-16T00:00:00,TMAX,GHCND:ASN00086077,",,a,",20.1
2016-05-16T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.7
2016-05-17T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.2
2016-05-17T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.8
2016-05-17T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.8
2016-05-18T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-18T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.4
2016-05-18T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.8
2016-05-19T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-19T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.2
2016-05-19T00:00:00,TMIN,GHCND:ASN00086077,",,a,",14.2
2016-05-20T00:00:00,PRCP,GHCND:ASN00086077,",,a,",6
2016-05-20T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17
2016-05-20T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.2
2016-05-21T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-21T00:00:00,TMAX,GHCND:ASN00086077,",,a,",19.1
2016-05-21T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.8
2016-05-22T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-22T00:00:00,TMAX,GHCND:ASN00086077,",,a,",22.4
2016-05-22T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.4
2016-05-23T00:00:00,PRCP,GHCND:ASN00086077,",,a,",4.8
2016-05-23T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.1
2016-05-23T00:00:00,TMIN,GHCND:ASN00086077,",,a,",12.4
2016-05-24T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.8
2016-05-24T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.4
2016-05-24T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.2
2016-05-25T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-25T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.2
2016-05-25T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.5
2016-05-26T00:00:00,PRCP,GHCND:ASN00086077,",,a,",8.6
2016-05-26T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.6
2016-05-26T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10
2016-05-27T00:00:00,PRCP,GHCND:ASN00086077,",,a,",10
2016-05-27T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.9
2016-05-27T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.5
2016-05-28T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.4
2016-05-28T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.3
2016-05-28T00:00:00,TMIN,GHCND:ASN00086077,",,a,",4.7
2016-05-29T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.4
2016-05-29T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.1
2016-05-29T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.7
2016-05-30T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-30T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.3
2016-05-30T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.8
2016-05-31T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-05-31T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.1
2016-05-31T00:00:00,TMIN,GHCND:ASN00086077,",,a,",1.9
2016-06-01T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-01T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.2
2016-06-01T00:00:00,TMIN,GHCND:ASN00086077,",,a,",2.6
2016-06-02T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-02T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.4
2016-06-02T00:00:00,TMIN,GHCND:ASN00086077,",,a,",2.3
2016-06-03T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-03T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.1
2016-06-03T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.3
2016-06-04T00:00:00,PRCP,GHCND:ASN00086077,",,a,",6.4
2016-06-04T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.1
2016-06-04T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.9
2016-06-05T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.4
2016-06-05T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.4
2016-06-05T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.2
2016-06-06T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.4
2016-06-06T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15
2016-06-06T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.8
2016-06-07T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-07T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.8
2016-06-07T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.9
2016-06-08T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.2
2016-06-08T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.8
2016-06-08T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.1
2016-06-09T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.8
2016-06-09T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.9
2016-06-09T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.1
2016-06-10T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2
2016-06-10T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.4
2016-06-10T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.9
2016-06-11T00:00:00,PRCP,GHCND:ASN00086077,",,a,",5.4
2016-06-11T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.7
2016-06-11T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.8
2016-06-12T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.4
2016-06-12T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.5
2016-06-12T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.6
2016-06-13T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-13T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.9
2016-06-13T00:00:00,TMIN,GHCND:ASN00086077,",,a,",4.3
2016-06-14T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-14T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.8
2016-06-14T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6
2016-06-15T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-15T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.6
2016-06-15T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.1
2016-06-16T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-16T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.7
2016-06-16T00:00:00,TMIN,GHCND:ASN00086077,",,a,",3.8
2016-06-17T00:00:00,PRCP,GHCND:ASN00086077,",,a,",4.6
2016-06-17T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.8
2016-06-17T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.8
2016-06-18T00:00:00,PRCP,GHCND:ASN00086077,",,a,",9.8
2016-06-18T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.3
2016-06-18T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.8
2016-06-19T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-06-19T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.3
2016-06-19T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.8
2016-06-20T00:00:00,PRCP,GHCND:ASN00086077,",,a,",4.6
2016-06-20T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.2
2016-06-20T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.8
2016-06-21T00:00:00,PRCP,GHCND:ASN00086077,",,a,",3
2016-06-21T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15
2016-06-21T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.9
2016-06-22T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.8
2016-06-22T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.8
2016-06-22T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.6
2016-06-23T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-06-23T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.2
2016-06-23T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.4
2016-06-24T00:00:00,PRCP,GHCND:ASN00086077,",,a,",17.4
2016-06-24T00:00:00,TMAX,GHCND:ASN00086077,",,a,",9.7
2016-06-24T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.3
2016-06-25T00:00:00,PRCP,GHCND:ASN00086077,",,a,",5.6
2016-06-25T00:00:00,TMAX,GHCND:ASN00086077,",,a,",11.9
2016-06-25T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.5
2016-06-26T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-06-26T00:00:00,TMAX,GHCND:ASN00086077,",,a,",11.1
2016-06-26T00:00:00,TMIN,GHCND:ASN00086077,",,a,",3.2
2016-06-27T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-06-27T00:00:00,TMAX,GHCND:ASN00086077,",,a,",10.9
2016-06-27T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.6
2016-06-28T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-06-28T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.8
2016-06-28T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.1
2016-06-29T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-29T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.3
2016-06-29T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.1
2016-06-30T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-06-30T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.5
2016-06-30T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.9
2016-07-01T00:00:00,PRCP,GHCND:ASN00086077,",,a,",11
2016-07-01T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.2
2016-07-01T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.8
2016-07-02T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.2
2016-07-02T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.8
2016-07-02T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.8
2016-07-03T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-03T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.8
2016-07-03T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11
2016-07-04T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-04T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.5
2016-07-04T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.6
2016-07-05T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.8
2016-07-05T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.1
2016-07-05T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.2
2016-07-06T00:00:00,PRCP,GHCND:ASN00086077,",,a,",17.2
2016-07-06T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.2
2016-07-06T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.3
2016-07-07T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.9
2016-07-07T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.3
2016-07-08T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.8
2016-07-08T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.7
2016-07-08T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.9
2016-07-09T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-07-09T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.2
2016-07-09T00:00:00,TMIN,GHCND:ASN00086077,",,a,",4.9
2016-07-10T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-10T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.9
2016-07-10T00:00:00,TMIN,GHCND:ASN00086077,",,a,",4.2
2016-07-11T00:00:00,PRCP,GHCND:ASN00086077,",,a,",3.6
2016-07-11T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.6
2016-07-11T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.4
2016-07-12T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-12T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.4
2016-07-12T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.8
2016-07-13T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.6
2016-07-13T00:00:00,TMAX,GHCND:ASN00086077,",,a,",11.2
2016-07-13T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5
2016-07-14T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.6
2016-07-14T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.4
2016-07-14T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.9
2016-07-15T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-15T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.7
2016-07-15T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.6
2016-07-16T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-16T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.7
2016-07-16T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.6
2016-07-17T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-17T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.2
2016-07-17T00:00:00,TMIN,GHCND:ASN00086077,",,a,",0.8
2016-07-18T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-18T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.8
2016-07-18T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6
2016-07-19T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-07-19T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.1
2016-07-19T00:00:00,TMIN,GHCND:ASN00086077,",,a,",11.6
2016-07-20T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2
2016-07-20T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.4
2016-07-20T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.5
2016-07-21T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-07-21T00:00:00,TMAX,GHCND:ASN00086077,",,a,",17.6
2016-07-21T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.1
2016-07-22T00:00:00,PRCP,GHCND:ASN00086077,",,a,",7.2
2016-07-22T00:00:00,TMAX,GHCND:ASN00086077,",,a,",18.4
2016-07-22T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.3
2016-07-23T00:00:00,PRCP,GHCND:ASN00086077,",,a,",17.8
2016-07-23T00:00:00,TMAX,GHCND:ASN00086077,",,a,",10.3
2016-07-23T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.8
2016-07-24T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.4
2016-07-24T00:00:00,TMAX,GHCND:ASN00086077,",,a,",11.4
2016-07-24T00:00:00,TMIN,GHCND:ASN00086077,",,a,",3.9
2016-07-25T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.6
2016-07-25T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14
2016-07-25T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.8
2016-07-26T00:00:00,PRCP,GHCND:ASN00086077,",,a,",6.8
2016-07-26T00:00:00,TMAX,GHCND:ASN00086077,",,a,",10.2
2016-07-26T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.5
2016-07-27T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2
2016-07-27T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.2
2016-07-27T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.3
2016-07-28T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1
2016-07-28T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.6
2016-07-28T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.2
2016-07-29T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-07-29T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15.4
2016-07-29T00:00:00,TMIN,GHCND:ASN00086077,",,a,",10.3
2016-07-30T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.2
2016-07-30T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.6
2016-07-30T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.8
2016-07-31T00:00:00,PRCP,GHCND:ASN00086077,",,a,",2.8
2016-07-31T00:00:00,TMAX,GHCND:ASN00086077,",,a,",16.7
2016-07-31T00:00:00,TMIN,GHCND:ASN00086077,",,a,",9.4
2016-08-01T00:00:00,PRCP,GHCND:ASN00086077,",,a,",1.8
2016-08-01T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.1
2016-08-01T00:00:00,TMIN,GHCND:ASN00086077,",,a,",8.5
2016-08-02T00:00:00,PRCP,GHCND:ASN00086077,",,a,",10.2
2016-08-02T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.9
2016-08-02T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.2
2016-08-03T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.8
2016-08-03T00:00:00,TMAX,GHCND:ASN00086077,",,a,",12.8
2016-08-03T00:00:00,TMIN,GHCND:ASN00086077,",,a,",7.2
2016-08-04T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.4
2016-08-04T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.5
2016-08-04T00:00:00,TMIN,GHCND:ASN00086077,",,a,",2.3
2016-08-05T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0.2
2016-08-05T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.2
2016-08-05T00:00:00,TMIN,GHCND:ASN00086077,",,a,",3.4
2016-08-06T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-08-06T00:00:00,TMAX,GHCND:ASN00086077,",,a,",13.1
2016-08-06T00:00:00,TMIN,GHCND:ASN00086077,",,a,",5.6
2016-08-07T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-08-07T00:00:00,TMAX,GHCND:ASN00086077,",,a,",15
2016-08-07T00:00:00,TMIN,GHCND:ASN00086077,",,a,",6.9
2016-08-08T00:00:00,PRCP,GHCND:ASN00086077,",,a,",0
2016-08-08T00:00:00,TMAX,GHCND:ASN00086077,",,a,",14.7
